ID,Count
18288,413.3436532
18289,329.8698603
18290,279.1715042
18291,230.6694402
18292,194.1551649
18293,173.8008988
18294,186.8831608
18295,216.735105
18296,249.5839964
18297,322.5170561
18298,457.776333
18299,507.5050885
18300,512.8819643
18301,453.6041124
18302,485.0132939
18303,478.8871814
18304,466.664338
18305,477.5356169
18306,489.2883509
18307,519.1843679
18308,498.9182473
18309,465.687392
18310,467.3768475
18311,456.3292776
18312,413.9728596
18313,330.3719999
18314,279.596469
18315,231.0205735
18316,194.4507148
18317,174.0654647
18318,187.167641
18319,217.0650269
18320,249.9639221
18321,323.0080031
18322,458.4731765
18323,508.2776309
18324,513.6626915
18325,454.2946048
18326,485.7515985
18327,479.6161605
18328,467.3747111
18329,478.2625387
18330,490.0331631
18331,519.9746889
18332,499.6777184
18333,466.396278
18334,468.0883052
18335,457.0239183
18336,414.407545
18337,330.7189016
18338,279.8900547
18339,231.2631528
18340,194.6548946
18341,174.2482393
18342,187.3641733
18343,217.2929525
18344,250.2263926
18345,323.3471723
18346,458.9545887
18347,508.8113395
18348,514.2020546
18349,454.7716294
18350,486.261654
18351,480.1197736
18352,467.8654703
18353,478.7647304
18354,490.5477144
18355,520.5206798
18356,500.2023968
18357,466.8860098
18358,468.5798137
18359,457.5038088
18360,414.6891503
18361,330.9436374
18362,280.0802504
18363,231.4203047
18364,194.7871699
18365,174.3666475
18366,187.4914942
18367,217.4406111
18368,250.3964307
18369,323.5668987
18370,459.2664654
18371,509.1570956
18372,514.551474
18373,455.0806636
18374,486.5920868
18375,480.4460328
18376,468.1834022
18377,479.0900688
18378,490.8810597
18379,520.8743929
18380,500.5423029
18381,467.2032761
18382,468.8982311
18383,457.8146996
18384,416.1694952
18385,332.12503
18386,281.0800724
18387,232.246422
18388,195.4825152
18389,174.9890963
18390,188.1607957
18391,218.2168241
18392,251.2902884
18393,324.7219581
18394,460.905941
18395,510.9746693
18396,516.3883044
18397,456.7051968
18398,488.3291086
18399,482.1611146
18400,469.8547093
18401,480.8003101
18402,492.6333922
18403,522.7337946
18404,502.3291238
18405,468.8710843
18406,470.5720899
18407,459.4489927
18408,413.7993986
18409,330.233569
18410,279.4793138
18411,230.9237723
18412,194.369237
18413,173.9925286
18414,187.0892149
18415,216.9740734
18416,249.8591834
18417,322.8726577
18418,458.2810691
18419,508.0646547
18420,513.4474589
18421,454.1042483
18422,485.548061
18423,479.4151939
18424,467.1788739
18425,478.0621393
18426,489.8278316
18427,519.7568114
18428,499.4683458
18429,466.2008508
18430,467.892169
18431,456.8324182
18432,413.0793445
18433,329.6589281
18434,278.9929906
18435,230.5219408
18436,194.0310142
18437,173.6897635
18438,186.7636601
18439,216.5965158
18440,249.4244023
18441,322.3108256
18442,457.4836123
18443,507.1805692
18444,512.5540068
18445,453.3140596
18446,484.7031568
18447,478.5809615
18448,466.365934
18449,477.2302613
18450,488.9754801
18451,518.8523804
18452,498.5992187
18453,465.3896126
18454,467.0779878
18455,456.0374822
18456,414.2343771
18457,330.5807045
18458,279.7730974
18459,231.1665152
18460,194.5735544
18461,174.1754264
18462,187.2858797
18463,217.2021526
18464,250.1218308
18465,323.2120556
18466,458.7628059
18467,508.5987231
18468,513.9871856
18469,454.5815945
18470,486.0584604
18471,479.9191465
18472,467.6699639
18473,478.5646696
18474,490.3427298
18475,520.3031704
18476,499.9933778
18477,466.6909126
18478,468.3840088
18479,457.3126322
18480,414.8635835
18481,331.0828442
18482,280.1980622
18483,231.5176484
18484,194.8691043
18485,174.4399923
18486,187.5703599
18487,217.5320745
18488,250.5017565
18489,323.7030026
18490,459.4596493
18491,509.3712654
18492,514.7679128
18493,455.2720869
18494,486.7967649
18495,480.6481257
18496,468.380337
18497,479.2915913
18498,491.087542
18499,521.0934914
18500,500.752849
18501,467.3997986
18502,469.0954665
18503,458.0072729
18504,415.2982689
18505,331.4297459
18506,280.4916479
18507,231.7602278
18508,195.0732841
18509,174.6227669
18510,187.7668922
18511,217.76
18512,250.764227
18513,324.0421718
18514,459.9410616
18515,509.904974
18516,515.3072759
18517,455.7491115
18518,487.3068204
18519,481.1517387
18520,468.8710962
18521,479.7937831
18522,491.6020932
18523,521.6394823
18524,501.2775274
18525,467.8895304
18526,469.586975
18527,458.4871634
18528,415.5798742
18529,331.6544816
18530,280.6818435
18531,231.9173797
18532,195.2055593
18533,174.7411751
18534,187.8942131
18535,217.9076587
18536,250.9342651
18537,324.2618982
18538,460.2529382
18539,510.2507302
18540,515.6566953
18541,456.0581457
18542,487.6372532
18543,481.4779979
18544,469.1890281
18545,480.1191215
18546,491.9354386
18547,521.9931954
18548,501.6174335
18549,468.2067967
18550,469.9053923
18551,458.7980542
18552,417.0602191
18553,332.8358743
18554,281.6816656
18555,232.7434969
18556,195.9009047
18557,175.3636239
18558,188.5635146
18559,218.6838716
18560,251.8281228
18561,325.4169576
18562,461.8924139
18563,512.0683039
18564,517.4935257
18565,457.6826789
18566,489.374275
18567,483.1930797
18568,470.8603351
18569,481.8293628
18570,493.687771
18571,523.8525971
18572,503.4042543
18573,469.8746049
18574,471.5792511
18575,460.4323473
18576,414.6901225
18577,330.9444132
18578,280.0809069
18579,231.4208473
18580,194.7876265
18581,174.3670562
18582,187.4919338
18583,217.4411209
18584,250.3970177
18585,323.5676572
18586,459.267542
18587,509.1582893
18588,514.5526802
18589,455.0817304
18590,486.5932275
18591,480.4471591
18592,468.1844998
18593,479.0911919
18594,490.8822105
18595,520.8756139
18596,500.5434763
18597,467.2043714
18598,468.8993303
18599,457.8157728
18600,413.9700684
18601,330.3697724
18602,279.5945838
18603,231.0190158
18604,194.4494037
18605,174.0642911
18606,187.166379
18607,217.0635634
18608,249.9622367
18609,323.0058251
18610,458.4700851
18611,508.2742038
18612,513.6592281
18613,454.2915417
18614,485.7483232
18615,479.6129266
18616,467.3715598
18617,478.259314
18618,490.029859
18619,519.9711829
18620,499.6743493
18621,466.3931333
18622,468.0851491
18623,457.0208368
18624,415.1251009
18625,331.2915488
18626,280.3746905
18627,231.6635901
18628,194.9919439
18629,174.549954
18630,187.6885986
18631,217.6692001
18632,250.6596652
18633,323.9070551
18634,459.7492788
18635,509.6923576
18636,515.0924069
18637,455.5590766
18638,487.1036268
18639,480.9511117
18640,468.6755898
18641,479.5937222
18642,491.3971086
18643,521.4219729
18644,501.0685084
18645,467.6944333
18646,469.3911701
18647,458.2959868
18648,415.7543074
18649,331.7936884
18650,280.7996554
18651,232.0147234
18652,195.2874938
18653,174.81452
18654,187.9730788
18655,217.999122
18656,251.0395908
18657,324.3980021
18658,460.4461222
18659,510.4649
18660,515.8731341
18661,456.2495689
18662,487.8419314
18663,481.6800908
18664,469.3859629
18665,480.320644
18666,492.1419208
18667,522.2122939
18668,501.8279796
18669,468.4033192
18670,470.1026278
18671,458.9906275
18672,416.1889928
18673,332.1405901
18674,281.093241
18675,232.2573028
18676,195.4916736
18677,174.9972945
18678,188.1696111
18679,218.2270476
18680,251.3020614
18681,324.7371714
18682,460.9275345
18683,510.9986086
18684,516.4124972
18685,456.7265935
18686,488.3519869
18687,482.1837039
18688,469.876722
18689,480.8228357
18690,492.6564721
18691,522.7582848
18692,502.352658
18693,468.893051
18694,470.5941362
18695,459.470518
18696,416.4705981
18697,332.3653259
18698,281.2834367
18699,232.4144546
18700,195.6239488
18701,175.1157027
18702,188.296932
18703,218.3747062
18704,251.4720995
18705,324.9568978
18706,461.2394111
18707,511.3443647
18708,516.7619166
18709,457.0356277
18710,488.6824197
18711,482.5099631
18712,470.194654
18713,481.1481741
18714,492.9898175
18715,523.1119979
18716,502.692564
18717,469.2103173
18718,470.9125536
18719,459.7814088
18720,417.9509429
18721,333.5467185
18722,282.2832588
18723,233.2405719
18724,196.3192942
18725,175.7381515
18726,188.9662335
18727,219.1509192
18728,252.3659571
18729,326.1119571
18730,462.8788868
18731,513.1619384
18732,518.598747
18733,458.660161
18734,490.4194415
18735,484.2250449
18736,471.865961
18737,482.8584154
18738,494.7421499
18739,524.9713996
18740,504.4793849
18741,470.8781255
18742,472.5864124
18743,461.4157019
18744,415.5808464
18745,331.6552575
18746,280.6825001
18747,231.9179222
18748,195.206016
18749,174.7415838
18750,187.8946526
18751,217.9081684
18752,250.9348521
18753,324.2626568
18754,460.2540149
18755,510.2519238
18756,515.6579015
18757,456.0592125
18758,487.638394
18759,481.4791242
18760,469.1901256
18761,480.1202446
18762,491.9365894
18763,521.9944164
18764,501.6186069
18765,468.207892
18766,469.9064915
18767,458.7991274
18768,414.8607922
18769,331.0806166
18770,280.196177
18771,231.5160908
18772,194.8677932
18773,174.4388187
18774,187.5690979
18775,217.5306109
18776,250.5000711
18777,323.7008247
18778,459.456558
18779,509.3678383
18780,514.7644494
18781,455.2690237
18782,486.7934897
18783,480.6448918
18784,468.3771857
18785,479.2883666
18786,491.0842379
18787,521.0899854
18788,500.7494799
18789,467.3966539
18790,469.0923104
18791,458.0041914
18792,416.0158248
18793,332.002393
