ID,count
18288,428.8416969169979
18289,342.2381099862906
18290,289.6388529468906
18291,239.31823657031015
18292,201.4348829419622
18293,180.31744723402556
18294,193.8902198777771
18295,224.8614427998462
18296,258.9419814089737
18297,334.6096173325036
18298,474.9403503263476
18299,526.533652290523
18300,532.112130434951
18301,470.61169515416873
18302,503.1985428940234
18303,496.8427358278309
18304,484.1616051825743
18305,495.44049541994184
18306,507.63389027115
18307,538.6508384239114
18308,517.6248531773583
18309,483.1480292355669
18310,484.90082974542815
18311,473.4390385852928
18312,428.8682838824433
18313,342.2593277756748
18314,289.6568097319475
18315,239.33307362027966
18316,201.44737133175914
18317,180.32862640287337
18318,193.9022405199235
18319,224.8753835697217
18320,258.95803507530695
18321,334.6303621770411
18322,474.9697952771851
18323,526.5662958793343
18324,532.1451198735404
18325,470.64087174069755
18326,503.22973977242464
18327,496.8735386642721
18328,484.19162182498457
18329,495.47121132146606
18330,507.66536212847313
18331,538.6842332437978
18332,517.6569444459642
18333,483.1779830391515
18334,484.93089221765877
18335,473.4683904590725
18336,428.8948708478887
18337,342.28054556505884
18338,289.6747665170043
18339,239.34791067024906
18340,201.45985972155609
18341,180.33980557172117
18342,193.91426116206992
18343,224.88932433959712
18344,258.9740887416402
18345,334.6511070215785
18346,474.9992402280225
18347,526.5989394681457
18348,532.1781093121295
18349,470.67004832722637
18350,503.26093665082584
18351,496.9043415007131
18352,484.2216384673949
18353,495.5019272229903
18354,507.6968339857962
18355,538.7176280636842
18356,517.6890357145699
18357,483.207936842736
18358,484.9609546898894
18359,473.4977423328522
18360,428.92145781333414
18361,342.301763354443
18362,289.69272330206115
18363,239.36274772021858
18364,201.47234811135303
18365,180.35098474056898
18366,193.9262818042163
18367,224.9032651094726
18368,258.99014240797345
18369,334.67185186611607
18370,475.02868517885986
18371,526.631583056957
18372,532.211098750719
18373,470.6992249137553
18374,503.29213352922716
18375,496.93514433715427
18376,484.25165510980514
18377,495.53264312451455
18378,507.72830584311936
18379,538.7510228835706
18380,517.7211269831757
18381,483.2378906463206
18382,484.99101716212
18383,473.52709420663194
18384,428.9480447787795
18385,342.32298114382706
18386,289.71068008711796
18387,239.37758477018807
18388,201.48483650114994
18389,180.36216390941678
18390,193.93830244636268
18391,224.91720587934805
18392,259.0061960743067
18393,334.69259671065345
18394,475.0581301296973
18395,526.6642266457683
18396,532.2440881893081
18397,470.728401500284
18398,503.3233304076283
18399,496.9659471735953
18400,484.2816717522155
18401,495.5633590260387
18402,507.75977770044244
18403,538.784417703457
18404,517.7532182517814
18405,483.26784444990506
18406,485.0210796343506
18407,473.55644608041155
18408,428.9746317442249
18409,342.3441989332112
18410,289.7286368721748
18411,239.3924218201575
18412,201.49732489094686
18413,180.37334307826458
18414,193.9503230885091
18415,224.9311466492235
18416,259.0222497406399
18417,334.71334155519094
18418,475.08757508053475
18419,526.6968702345795
18420,532.2770776278974
18421,470.7575780868128
18422,503.35452728602957
18423,496.9967500100364
18424,484.3116883946258
18425,495.59407492756293
18426,507.79124955776547
18427,538.8178125233433
18428,517.7853095203872
18429,483.29779825348953
18430,485.0511421065812
18431,473.5857979541912
18432,429.00121870967035
18433,342.3654167225953
18434,289.74659365723164
18435,239.407258870127
18436,201.5098132807438
18437,180.38452224711241
18438,193.9623437306555
18439,224.945087419099
18440,259.03830340697317
18441,334.73408639972837
18442,475.11702003137214
18443,526.7295138233908
18444,532.3100670664866
18445,470.78675467334176
18446,503.3857241644308
18447,497.02755284647753
18448,484.34170503703615
18449,495.6247908290872
18450,507.8227214150885
18451,538.8512073432298
18452,517.8174007889929
18453,483.3277520570741
18454,485.0812045788118
18455,473.6151498279709
18456,429.0278056751157
18457,342.3866345119794
18458,289.76455044228845
18459,239.42209592009644
18460,201.52230167054074
18461,180.3957014159602
18462,193.9743643728019
18463,224.95902818897446
18464,259.0543570733064
18465,334.7548312442658
18466,475.1464649822095
18467,526.7621574122021
18468,532.3430565050759
18469,470.81593125987047
18470,503.41692104283203
18471,497.05835568291855
18472,484.3717216794464
18473,495.65550673061136
18474,507.8541932724116
18475,538.8846021631161
18476,517.8494920575987
18477,483.35770586065854
18478,485.1112670510423
18479,473.64450170175064
18480,429.0543926405612
18481,342.4078523013635
18482,289.78250722734526
18483,239.43693297006595
18484,201.53479006033768
18485,180.40688058480802
18486,193.98638501494833
18487,224.97296895884995
18488,259.07041073963967
18489,334.7755760888033
18490,475.17590993304697
18491,526.7948010010134
18492,532.3760459436652
18493,470.84510784639934
18494,503.44811792123335
18495,497.0891585193598
18496,484.4017383218567
18497,495.6862226321357
18498,507.8856651297347
18499,538.9179969830026
18500,517.8815833262045
18501,483.3876596642432
18502,485.14132952327304
18503,473.67385357553036
18504,429.08097960600657
18505,342.4290700907476
18506,289.80046401240213
18507,239.45177002003544
18508,201.54727845013457
18509,180.41805975365583
18510,193.99840565709468
18511,224.98690972872538
18512,259.08646440597283
18513,334.7963209333407
18514,475.2053548838844
18515,526.8274445898247
18516,532.4090353822544
18517,470.8742844329282
18518,503.4793147996345
18519,497.1199613558008
18520,484.431754964267
18521,495.7169385336599
18522,507.9171369870578
18523,538.9513918028889
18524,517.9136745948102
18525,483.4176134678276
18526,485.1713919955036
18527,473.70320544930996
18528,429.1075665714519
18529,342.45028788013167
18530,289.81842079745894
18531,239.46660707000484
18532,201.5597668399315
18533,180.4292389225036
18534,194.0104262992411
18535,225.0008504986008
18536,259.1025180723061
18537,334.81706577787816
18538,475.2347998347218
18539,526.8600881786359
18540,532.4420248208436
18541,470.9034610194569
18542,503.5105116780358
18543,497.15076419224187
18544,484.46177160667725
18545,495.74765443518413
18546,507.94860884438083
18547,538.9847866227753
18548,517.9457658634159
18549,483.44756727141214
18550,485.20145446773415
18551,473.7325573230896
18552,429.13415353689743
18553,342.4715056695158
18554,289.8363775825158
18555,239.48144411997436
18556,201.57225522972848
18557,180.44041809135143
18558,194.02244694138747
18559,225.0147912684763
18560,259.11857173863933
18561,334.83781062241565
18562,475.2642447855592
18563,526.8927317674472
18564,532.475014259433
18565,470.93263760598586
18566,503.54170855643713
18567,497.18156702868293
18568,484.49178824908756
18569,495.7783703367084
18570,507.98008070170386
18571,539.0181814426617
18572,517.9778571320218
18573,483.4775210749967
18574,485.2315169399649
18575,473.7619091968694
18576,429.1607405023428
18577,342.49272345889995
18578,289.8543343675726
18579,239.4962811699438
18580,201.5847436195254
18581,180.45159726019924
18582,194.03446758353385
18583,225.02873203835176
18584,259.13462540497255
18585,334.8585554669531
18586,475.29368973639663
18587,526.9253753562585
18588,532.5080036980221
18589,470.9618141925147
18590,503.5729054348383
18591,497.21236986512406
18592,484.5218048914978
18593,495.80908623823257
18594,508.01155255902694
18595,539.0515762625481
18596,518.0099484006274
18597,483.5074748785811
18598,485.26157941219543
